ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
647,36,Non-Binary,Single,Sales,23,42079.36,84,2.46,False,2,Physical,Medium,IT,8.1,3.5,False,0,0,11,9,5,0,7,3,True,False,False,Yes,Tier-2
648,61,Female,Married,Support,1,184867.25,62,1.57,True,10,Mental,Large,Finance,5.1,6.5,True,4,5,20,5,5,8,6,47,False,False,True,Occasional,Metro
649,56,Non-Binary,Married,Analyst,10,190516.06,88,1.08,False,6,,Medium,Admin,5.2,9.3,False,7,9,26,3,9,2,2,34,False,False,False,Yes,Tier-3
650,44,Male,Single,Manager,3,21790.69,72,1.93,True,8,,Large,Finance,4.9,6.8,True,9,9,0,5,4,2,9,41,True,True,False,No,Tier-2
651,27,Non-Binary,Widowed,Sales,22,170988.08,40,0.34,False,10,Both,Medium,IT,8.9,2.9,True,7,9,16,8,6,5,6,35,False,False,False,Occasional,Tier-1
652,43,Female,Single,Analyst,6,183404.58,65,2.14,True,8,Mental,Large,HR,5.0,10.0,True,4,8,30,7,7,10,9,89,True,False,False,No,Tier-3
653,36,Non-Binary,Divorced,Manager,14,148771.04,38,0.49,False,9,Mental,Large,Admin,7.2,4.0,True,8,8,17,3,1,10,4,32,False,False,False,Occasional,Tier-1
654,56,Non-Binary,Married,Analyst,22,125077.75,48,0.81,False,9,Both,Large,Marketing,5.1,5.9,False,9,0,21,6,5,7,5,25,True,False,True,Occasional,Metro
655,20,Non-Binary,Divorced,Manager,34,191897.86,60,1.51,False,5,Mental,Small,Admin,8.6,0.1,False,10,1,12,7,1,0,0,96,True,False,True,Occasional,Tier-1
656,62,Male,Single,HR,10,155078.15,42,1.29,True,1,Both,Small,Admin,8.3,8.5,False,6,2,22,10,6,2,9,23,False,True,False,Occasional,Metro
657,30,Female,Single,Sales,38,156795.24,35,1.29,False,7,Physical,Large,HR,7.5,6.2,False,0,7,2,4,7,6,9,96,True,False,False,Occasional,Tier-1
658,45,Male,Widowed,HR,30,60340.67,70,0.53,True,1,Physical,Medium,Admin,6.0,8.6,False,2,3,11,8,0,5,7,19,True,True,False,No,Tier-3
659,37,Male,Married,Analyst,1,168519.54,85,2.11,False,4,Physical,Small,Admin,4.8,7.9,True,2,6,2,7,1,8,5,26,True,False,True,Occasional,Tier-2
660,45,Female,Widowed,HR,9,164369.05,62,0.6,True,9,Mental,Large,Finance,8.6,1.4,False,3,3,21,10,2,2,5,68,False,False,False,Yes,Tier-3
661,25,Female,Married,Manager,4,158680.29,38,0.17,True,3,Physical,Small,HR,5.4,3.4,True,7,0,25,1,4,5,1,29,False,True,True,No,Tier-2
662,58,Non-Binary,Single,Developer,11,118915.58,39,2.83,True,3,Physical,Small,Finance,5.8,7.7,False,10,4,11,5,4,1,10,45,False,True,False,Yes,Metro
663,56,Female,Divorced,Support,17,134181.79,80,0.03,False,6,Physical,Large,Sales,8.8,5.3,False,10,2,11,9,3,8,2,99,True,False,False,Yes,Tier-3
664,18,Non-Binary,Married,HR,27,151820.74,87,1.0,False,9,Mental,Small,Admin,7.8,6.7,True,2,8,25,0,5,3,2,95,True,False,True,Yes,Tier-1
665,20,Male,Married,Support,7,94177.01,73,1.31,True,9,Mental,Medium,Finance,6.0,6.1,False,1,1,1,8,2,8,9,10,False,True,False,Occasional,Tier-2
666,30,Non-Binary,Divorced,Analyst,3,172795.84,59,1.2,False,8,Mental,Large,Marketing,4.3,3.0,True,4,1,25,10,1,2,0,48,False,True,False,No,Tier-3
667,45,Female,Single,Sales,16,116957.72,44,0.61,False,3,Physical,Medium,HR,5.7,0.2,True,7,3,26,3,7,6,5,85,False,True,False,Occasional,Tier-2
668,42,Non-Binary,Single,HR,28,163214.58,90,1.66,False,7,Both,Small,HR,6.0,4.1,True,10,9,1,6,1,2,9,48,False,False,False,Yes,Tier-2
669,50,Male,Single,HR,8,90950.57,51,0.04,True,10,Mental,Large,IT,4.9,3.0,False,10,6,25,8,9,4,3,70,True,False,False,Occasional,Tier-2
670,55,Female,Widowed,Developer,13,140425.65,78,1.7,False,5,Mental,Small,Sales,8.1,7.8,True,8,8,9,8,1,6,9,67,True,True,False,No,Metro
671,23,Female,Single,Analyst,39,188400.15,72,1.05,True,5,,Large,Sales,8.0,2.1,False,6,1,12,1,4,1,0,64,False,False,True,Yes,Tier-3
672,61,Non-Binary,Divorced,HR,8,58846.89,88,2.16,False,3,,Small,IT,6.4,9.3,False,2,10,20,4,1,8,4,6,False,False,False,Occasional,Tier-1
673,62,Non-Binary,Widowed,Sales,37,191865.75,60,2.72,False,1,Mental,Medium,Marketing,4.5,7.7,False,6,5,4,7,10,8,7,27,False,False,False,No,Tier-3
674,49,Non-Binary,Single,Manager,8,66536.26,70,1.49,True,1,,Medium,IT,6.9,5.5,False,5,5,12,10,5,4,6,63,True,True,True,No,Tier-2
675,62,Male,Married,Sales,40,50759.37,75,1.73,True,6,,Medium,Sales,6.3,3.2,False,4,7,6,7,10,1,4,61,True,False,True,Occasional,Tier-2
676,64,Male,Married,HR,10,141867.11,41,0.89,True,4,Both,Medium,IT,8.7,9.9,True,10,1,16,2,4,8,10,34,True,False,False,No,Tier-1
677,38,Female,Married,Support,21,168265.1,82,0.58,True,8,,Small,Sales,5.6,4.8,True,9,10,18,5,7,5,0,86,True,False,False,Occasional,Tier-2
678,33,Female,Divorced,Support,40,88250.35,73,2.07,True,2,Both,Small,Marketing,8.2,3.5,False,1,0,15,8,0,1,2,56,False,True,True,No,Tier-1
679,38,Male,Divorced,HR,26,54325.04,43,1.29,False,10,,Medium,Sales,8.1,1.6,False,7,1,5,0,2,0,6,83,True,True,False,No,Tier-1
680,28,Non-Binary,Married,Developer,29,143172.75,40,2.43,True,2,Physical,Large,Sales,6.1,2.7,True,4,10,28,0,0,2,5,55,True,True,True,No,Metro
681,54,Non-Binary,Widowed,Analyst,5,67254.74,69,2.55,False,8,Mental,Large,Finance,7.9,4.0,True,6,1,1,9,2,1,10,9,False,False,True,Occasional,Metro
682,53,Male,Single,Developer,32,178130.65,65,0.42,False,0,,Medium,Marketing,6.5,9.3,True,5,8,7,10,9,9,3,19,False,True,True,No,Tier-3
683,52,Non-Binary,Single,Sales,21,21136.19,59,1.1,True,7,,Large,Marketing,4.6,7.0,True,5,6,18,8,0,8,8,36,False,True,False,Occasional,Tier-2
684,36,Male,Single,Analyst,25,143944.24,65,0.69,False,2,Both,Large,IT,6.7,0.1,False,4,10,15,8,7,2,1,29,False,False,True,Occasional,Tier-3
685,37,Non-Binary,Single,Developer,5,30302.04,52,2.06,True,9,Mental,Small,Finance,7.3,5.0,True,9,2,24,8,5,7,1,38,True,True,False,Occasional,Tier-3
686,35,Non-Binary,Married,HR,32,123416.5,61,1.51,True,7,Mental,Small,Marketing,4.1,5.4,True,2,10,22,2,9,7,8,45,True,False,False,Yes,Tier-2
687,64,Female,Single,Analyst,9,187307.3,35,2.61,False,1,Both,Medium,HR,5.4,5.3,True,4,0,19,1,9,8,6,39,True,True,True,Occasional,Tier-2
688,58,Non-Binary,Divorced,Manager,36,163206.76,64,2.52,False,4,Both,Small,Sales,7.8,8.3,False,3,9,28,0,9,1,9,64,False,True,True,Occasional,Tier-3
689,31,Non-Binary,Single,Manager,0,77870.12,39,1.99,False,7,,Large,Sales,7.5,2.6,False,2,9,30,8,0,0,0,50,True,False,False,Yes,Tier-3
690,32,Male,Widowed,Sales,14,103116.87,60,0.81,True,2,,Large,Sales,8.4,5.3,True,9,3,8,3,0,4,9,68,False,True,True,Occasional,Tier-2
691,48,Male,Single,Developer,22,114812.07,57,2.62,True,5,,Large,Sales,6.1,1.2,True,9,10,24,7,2,9,4,70,False,True,False,Occasional,Tier-2
692,18,Male,Widowed,Support,11,83477.61,78,1.36,True,9,,Large,IT,8.4,2.9,True,7,0,15,6,10,2,1,88,True,False,False,Yes,Tier-2
693,20,Male,Married,Sales,17,127375.38,60,0.75,True,3,Physical,Large,Admin,5.3,1.0,False,10,7,12,2,8,8,2,78,True,True,True,No,Tier-3
694,33,Non-Binary,Widowed,Manager,15,116770.36,52,1.21,True,10,Physical,Large,Finance,6.9,7.4,False,0,4,0,1,3,8,8,42,False,True,True,Yes,Tier-3
695,40,Male,Single,HR,26,80781.55,63,0.91,False,10,,Medium,Finance,4.6,6.2,True,9,4,8,10,2,9,3,42,True,True,True,No,Metro
696,28,Female,Widowed,HR,27,168803.56,85,2.89,False,6,,Medium,Marketing,7.5,1.8,True,7,8,29,6,0,9,1,23,True,False,True,Yes,Tier-1
697,29,Male,Married,HR,8,71177.15,70,2.96,True,3,,Medium,Sales,5.1,0.1,False,3,5,19,7,3,6,6,96,False,False,True,No,Tier-2
698,27,Non-Binary,Married,Support,19,192015.03,44,1.52,False,4,Mental,Small,Admin,7.2,0.1,True,0,10,30,7,8,4,2,97,True,False,False,Occasional,Metro
699,49,Female,Single,HR,32,197972.41,67,1.19,True,2,Both,Small,Finance,5.7,3.8,True,2,1,3,0,6,1,5,24,True,True,False,Occasional,Metro
700,33,Non-Binary,Married,HR,25,68611.92,59,2.8,True,1,Mental,Large,Finance,5.2,4.8,False,3,9,26,6,10,7,4,41,True,True,True,Occasional,Metro
701,25,Female,Widowed,Manager,28,125078.03,51,0.66,False,0,,Small,HR,4.8,1.2,True,1,4,6,6,6,3,8,16,False,True,True,Yes,Tier-3
702,55,Female,Divorced,Analyst,28,55851.68,76,0.04,False,8,Mental,Small,Finance,8.2,7.9,True,4,5,27,5,1,9,4,77,True,False,True,Yes,Tier-3
703,29,Female,Married,Support,0,85110.98,61,0.73,False,3,Both,Medium,HR,8.9,7.1,True,9,7,16,7,5,1,9,10,False,True,True,Yes,Tier-2
704,41,Non-Binary,Widowed,HR,16,22797.81,73,2.35,True,7,Both,Medium,Finance,6.8,2.9,True,3,9,25,5,6,2,8,82,True,False,False,Occasional,Tier-2
705,45,Female,Married,Support,16,199051.78,67,2.79,True,2,,Large,IT,4.4,6.6,True,10,3,6,8,4,5,9,61,True,False,False,Yes,Tier-2
706,25,Non-Binary,Single,Support,31,101584.75,57,1.61,True,4,,Medium,HR,5.2,7.5,True,10,0,7,9,0,3,4,42,False,True,False,No,Metro
707,45,Female,Single,Support,16,65077.48,55,0.76,False,10,Both,Small,HR,7.3,4.6,False,7,10,26,5,3,7,3,68,True,True,False,No,Tier-3
708,53,Male,Married,Analyst,36,133989.98,63,2.08,False,2,Mental,Small,Marketing,8.7,5.0,True,8,4,18,1,2,1,0,87,True,True,False,Occasional,Tier-3
709,43,Male,Divorced,HR,11,178449.83,86,0.69,True,4,Physical,Medium,IT,8.0,2.1,False,10,7,17,6,4,7,6,70,False,False,True,Occasional,Tier-1
710,25,Female,Divorced,Sales,10,157930.93,69,2.49,False,10,,Large,IT,6.3,2.7,False,1,10,20,4,10,10,0,56,True,True,True,No,Metro
711,45,Female,Widowed,Developer,27,64214.99,38,0.22,True,4,Physical,Large,Sales,7.2,8.9,True,0,6,15,2,0,3,7,51,True,True,True,Occasional,Tier-2
712,45,Male,Widowed,Analyst,20,55399.82,53,1.8,False,10,,Medium,IT,8.1,8.2,True,1,6,7,3,4,9,1,75,True,True,True,Yes,Metro
713,54,Male,Married,Developer,1,168801.79,84,0.71,False,8,Mental,Medium,HR,8.1,7.8,True,1,5,21,5,6,3,4,89,False,False,False,Yes,Tier-2
714,58,Non-Binary,Widowed,Manager,19,129367.83,50,0.68,False,5,Both,Small,Finance,5.0,8.8,False,9,10,29,8,6,9,7,12,True,False,False,Yes,Metro
715,53,Male,Married,Sales,19,135261.21,59,1.94,True,5,,Medium,HR,8.4,2.3,False,0,9,24,6,10,0,0,77,True,False,False,No,Tier-1
716,44,Non-Binary,Married,HR,35,158544.25,58,2.2,True,2,Mental,Large,Marketing,8.2,0.0,True,8,6,27,5,8,5,0,22,True,True,True,Yes,Tier-3
717,34,Female,Married,HR,32,157045.97,56,1.11,False,3,Mental,Small,Sales,8.5,7.5,True,8,2,15,7,9,7,9,39,True,True,True,Occasional,Metro
718,26,Non-Binary,Single,Manager,16,187342.23,55,0.17,True,2,Both,Small,Marketing,6.8,3.2,True,2,8,9,10,5,0,6,82,True,True,True,Occasional,Tier-3
719,50,Female,Married,Analyst,16,28179.0,52,1.75,False,2,Both,Large,Admin,6.6,1.6,False,9,6,4,3,7,4,10,6,True,False,False,Yes,Metro
720,37,Non-Binary,Married,HR,18,165546.11,36,2.92,True,9,Both,Large,Finance,7.1,5.8,False,9,2,1,1,0,1,7,14,False,True,True,Yes,Tier-2
721,30,Non-Binary,Divorced,Analyst,4,72501.41,61,2.85,False,7,Both,Medium,Marketing,7.3,7.0,True,5,0,7,8,1,5,5,90,False,True,False,Occasional,Tier-2
722,45,Non-Binary,Widowed,HR,13,139082.9,45,1.04,True,9,Mental,Large,Admin,8.1,1.2,False,3,3,29,0,8,5,10,27,False,False,True,No,Tier-3
723,65,Female,Married,Analyst,13,172679.49,50,2.14,True,1,Physical,Large,Sales,4.4,3.2,False,4,8,13,9,10,7,3,9,True,True,False,Occasional,Tier-3
724,46,Female,Married,Developer,38,89086.59,59,2.02,False,8,Mental,Large,Finance,5.1,7.9,False,7,9,0,1,10,8,6,59,False,True,True,Yes,Tier-2
725,30,Non-Binary,Married,Analyst,15,109896.15,53,0.29,True,3,Both,Small,Finance,8.7,7.5,False,7,0,18,9,6,8,0,5,False,True,False,Yes,Tier-1
726,63,Female,Married,Manager,3,128308.68,36,0.91,True,5,Both,Medium,IT,5.2,1.5,False,7,0,30,1,6,0,1,18,True,True,False,No,Metro
727,52,Non-Binary,Married,HR,9,123950.6,54,2.73,True,6,,Small,Marketing,8.8,6.7,True,10,10,9,1,8,4,1,97,False,True,False,Occasional,Tier-3
728,23,Female,Divorced,Sales,23,125621.05,78,0.09,False,4,Physical,Large,IT,5.0,3.7,True,7,4,28,1,5,0,10,71,False,False,True,No,Tier-1
729,35,Non-Binary,Single,Analyst,29,48852.61,60,1.17,True,9,Both,Small,Finance,5.8,9.5,False,1,9,22,3,10,6,5,38,True,True,False,No,Tier-1
730,22,Male,Single,Sales,30,125244.44,81,1.0,False,8,Physical,Large,HR,5.0,4.8,True,2,5,8,9,3,6,6,63,False,True,True,No,Tier-1
731,64,Male,Divorced,Analyst,23,139325.85,42,1.75,False,4,,Small,Sales,7.4,6.7,True,2,0,10,5,1,2,10,21,False,True,True,Yes,Metro
732,42,Non-Binary,Married,Developer,26,132483.18,77,0.81,False,4,Both,Medium,HR,4.8,1.2,True,9,5,6,9,0,0,7,72,False,False,False,Occasional,Tier-2
733,19,Female,Divorced,Sales,31,129050.49,77,1.89,True,6,,Medium,HR,8.0,2.1,False,4,0,6,3,10,7,2,62,True,True,True,Yes,Tier-1
734,27,Non-Binary,Married,Manager,7,114987.59,35,2.19,True,3,Both,Small,Finance,6.7,7.2,False,7,8,6,9,1,10,9,100,True,False,True,Occasional,Tier-1
735,47,Male,Widowed,Sales,28,152801.35,35,0.5,False,2,Physical,Large,Finance,5.9,3.0,True,8,0,11,8,2,1,7,58,True,False,True,Occasional,Tier-3
736,62,Male,Single,Analyst,15,42479.45,84,1.09,True,6,,Medium,Sales,7.0,1.6,False,4,0,17,0,2,8,1,90,False,False,True,Yes,Tier-3
737,22,Non-Binary,Single,Manager,4,143434.14,89,2.82,True,1,Mental,Small,Finance,4.4,7.3,True,4,0,5,9,5,2,10,33,True,True,True,Yes,Tier-3
738,50,Male,Widowed,Developer,19,130757.8,47,1.33,True,1,Physical,Medium,IT,7.0,9.7,False,1,4,11,7,7,6,1,66,False,False,True,Occasional,Metro
739,18,Non-Binary,Widowed,Sales,14,96420.89,53,2.67,True,4,Both,Medium,Marketing,6.2,9.7,True,3,10,3,1,5,5,3,92,False,True,False,Occasional,Metro
740,35,Male,Single,Manager,14,141375.06,72,0.46,True,1,Mental,Large,Sales,7.3,1.9,True,5,7,11,3,3,8,0,52,True,True,False,Occasional,Tier-2
741,49,Female,Widowed,Sales,19,38316.59,89,1.86,True,4,,Medium,Admin,4.7,3.8,False,0,5,22,3,10,8,0,71,False,True,True,No,Tier-1
742,64,Female,Widowed,Developer,8,102085.19,35,1.24,True,0,,Large,Finance,4.5,1.4,False,10,8,18,2,0,3,3,91,True,True,True,Yes,Metro
743,28,Female,Married,Developer,27,110939.92,81,1.12,True,0,Both,Large,HR,6.3,3.8,False,3,8,17,7,2,3,8,51,False,True,True,Occasional,Tier-3
744,38,Non-Binary,Widowed,Developer,38,83237.39,76,1.3,True,3,Mental,Medium,Sales,5.2,7.6,False,9,9,2,0,9,7,7,19,False,True,True,Yes,Tier-1
745,43,Non-Binary,Married,Developer,6,199805.33,52,0.77,True,4,Mental,Small,Marketing,4.9,8.8,False,5,7,11,7,9,8,0,99,False,True,False,No,Tier-1
746,42,Female,Widowed,Manager,22,149242.85,78,2.7,False,6,Both,Large,IT,7.0,7.2,False,10,8,8,3,0,1,1,62,True,True,True,No,Tier-3
747,39,Female,Divorced,Manager,23,82145.78,84,0.1,True,3,,Large,HR,8.4,1.9,True,10,9,5,9,10,7,6,25,False,False,True,Occasional,Tier-3
748,44,Female,Married,Support,15,70774.27,62,2.88,False,9,Physical,Small,Marketing,7.4,0.1,False,9,7,2,1,0,4,0,62,True,False,False,Yes,Tier-3
749,30,Male,Married,Developer,21,56088.69,65,0.28,True,8,Mental,Small,HR,7.0,9.0,False,2,0,13,9,0,10,7,22,False,True,True,Occasional,Tier-1
750,50,Female,Single,Support,22,85903.13,41,1.94,True,6,Physical,Medium,Finance,7.9,1.1,False,7,9,14,4,0,7,1,58,False,True,False,Yes,Tier-3
751,51,Male,Widowed,Support,18,188938.07,53,1.64,True,3,Both,Large,Admin,8.5,0.2,False,8,6,16,3,7,9,4,26,True,False,True,Occasional,Tier-3
752,58,Female,Married,Analyst,11,107975.73,82,2.93,False,7,Physical,Small,Marketing,7.5,6.2,False,0,2,4,8,8,0,4,13,False,True,True,Yes,Tier-1
753,52,Non-Binary,Divorced,Manager,25,116959.57,35,2.8,True,10,,Medium,IT,8.2,0.6,True,1,8,21,0,7,6,1,54,False,True,False,Occasional,Tier-2
754,18,Female,Divorced,Developer,32,132117.54,57,0.77,False,7,Mental,Medium,Finance,6.3,3.1,False,0,2,5,1,5,2,1,21,False,True,True,No,Metro
755,38,Male,Single,Manager,40,29869.0,41,1.76,True,2,,Medium,Finance,9.0,3.7,False,9,8,25,8,8,2,9,1,False,False,False,Occasional,Tier-3
756,65,Female,Widowed,Sales,38,69140.25,67,1.73,True,5,,Small,Admin,4.4,5.0,False,4,4,11,6,10,4,1,98,True,False,False,No,Tier-1
757,23,Male,Married,Analyst,1,20915.23,60,0.76,True,3,Mental,Medium,HR,8.2,5.2,True,0,1,28,3,10,6,10,58,True,False,False,Occasional,Metro
758,45,Female,Single,Support,16,113003.08,60,1.82,False,4,Both,Medium,Marketing,6.6,5.6,True,6,0,1,9,8,6,0,76,True,False,True,Yes,Tier-1
759,34,Male,Widowed,Developer,10,197173.99,90,1.54,True,7,,Large,Admin,4.3,8.7,False,4,8,26,3,9,4,10,50,False,True,False,No,Tier-1
760,22,Male,Widowed,Analyst,4,110204.14,87,2.34,True,2,Physical,Small,Finance,4.6,4.9,False,4,8,4,0,8,9,0,68,False,True,False,Yes,Tier-2
761,48,Female,Single,Support,40,173689.86,72,1.77,True,5,Both,Small,Marketing,7.2,2.3,False,6,1,8,0,9,4,9,38,True,False,False,Yes,Tier-3
762,22,Female,Divorced,Manager,7,171059.45,49,0.62,False,1,Both,Large,Marketing,6.2,3.3,True,2,3,18,8,3,7,0,94,False,True,False,Yes,Tier-2
763,55,Non-Binary,Single,Manager,40,199316.03,50,2.51,True,5,,Large,Sales,4.7,5.7,False,7,0,13,9,2,4,7,96,False,True,True,Yes,Tier-3
764,20,Non-Binary,Single,Sales,19,172087.05,73,2.89,True,0,Mental,Small,Sales,8.6,7.2,True,2,7,21,0,10,3,0,63,True,False,False,Yes,Tier-3
765,40,Non-Binary,Divorced,Developer,26,23436.42,38,0.34,False,4,Physical,Medium,Finance,8.3,8.1,False,0,3,6,9,3,10,1,16,True,True,False,Occasional,Tier-3
766,54,Male,Single,Developer,26,113403.87,36,1.58,False,5,Physical,Small,HR,6.2,3.6,False,7,3,19,8,0,0,5,90,False,False,False,Occasional,Metro
767,54,Male,Single,HR,29,96477.37,83,0.82,True,3,,Small,HR,7.6,6.2,False,9,2,23,8,4,8,4,47,False,False,False,Yes,Tier-2
768,27,Non-Binary,Married,Support,33,117835.49,89,2.35,True,4,Physical,Medium,HR,7.2,9.3,True,2,10,0,6,4,3,1,55,False,True,True,Yes,Tier-1
769,27,Non-Binary,Married,Sales,23,107617.92,53,1.8,False,0,Mental,Large,HR,7.4,3.7,True,6,1,17,7,10,6,1,9,False,True,True,Occasional,Tier-3
770,36,Female,Married,Support,11,185724.47,55,1.02,False,1,,Medium,Admin,6.4,1.6,False,3,7,7,6,5,8,4,48,True,True,True,Occasional,Metro
771,34,Non-Binary,Married,Analyst,28,59541.33,66,2.37,True,1,Physical,Small,Finance,8.5,3.5,False,1,4,1,2,5,4,1,39,False,True,True,No,Tier-1
772,38,Male,Divorced,Developer,8,120463.98,61,2.34,False,3,Physical,Small,HR,5.4,3.7,True,1,10,0,10,5,4,5,85,True,True,False,No,Tier-1
773,31,Female,Divorced,HR,13,183331.51,90,1.5,False,10,,Large,Admin,5.5,9.3,True,9,2,10,10,7,0,5,47,True,False,True,No,Tier-3
774,26,Non-Binary,Married,Support,18,28713.84,78,0.11,False,7,Both,Medium,Finance,6.6,8.0,False,4,8,6,2,3,10,4,69,False,False,False,Yes,Tier-3
775,63,Non-Binary,Single,Support,40,111810.72,40,1.1,True,2,Mental,Large,Finance,8.6,6.8,True,7,6,9,6,8,4,5,100,False,True,True,No,Metro
776,18,Non-Binary,Single,Analyst,29,104847.51,55,2.62,False,2,Mental,Medium,Admin,6.5,6.8,False,6,8,22,7,9,3,4,31,True,True,True,Occasional,Metro
777,62,Female,Single,Manager,10,140564.59,85,0.34,False,1,,Small,IT,8.5,0.7,False,9,9,13,2,5,2,7,17,True,False,True,Yes,Metro
778,30,Female,Married,Manager,21,133609.63,76,0.65,False,9,,Large,Finance,8.4,9.8,True,6,3,22,0,4,0,2,46,False,False,True,Yes,Metro
779,21,Female,Widowed,Sales,31,50396.38,74,1.74,True,8,Mental,Large,Sales,6.1,0.8,False,8,6,1,7,3,9,8,28,False,True,False,No,Tier-1
780,18,Non-Binary,Widowed,Manager,35,160088.44,54,0.36,True,10,,Medium,IT,7.9,9.8,True,4,3,18,8,2,6,3,92,True,True,True,No,Tier-3
781,57,Female,Widowed,Manager,36,199833.67,81,1.29,False,3,Physical,Large,Marketing,4.6,6.2,False,9,10,25,3,1,5,8,69,True,False,False,Yes,Metro
782,49,Female,Single,HR,4,106238.26,37,0.81,True,6,Physical,Medium,HR,8.9,2.0,True,0,3,16,3,10,7,5,28,True,False,False,Occasional,Metro
783,51,Female,Divorced,Analyst,18,57815.4,47,1.67,False,1,Physical,Medium,Sales,4.4,8.4,True,4,4,15,1,0,10,1,78,False,False,False,No,Tier-1
784,45,Female,Married,Support,36,25506.42,35,2.53,False,7,,Small,IT,6.7,1.8,True,7,5,7,4,6,10,2,42,False,True,True,No,Tier-1
785,48,Male,Married,Analyst,39,74538.95,43,2.67,False,8,Physical,Small,Marketing,5.7,0.1,True,3,9,24,8,0,4,10,41,False,True,True,Yes,Tier-2
786,25,Non-Binary,Single,HR,19,42753.1,70,0.3,False,8,Both,Large,Sales,4.3,4.5,False,6,6,28,4,10,0,1,34,False,True,False,Yes,Tier-2
787,56,Female,Widowed,Analyst,22,180506.98,76,0.48,False,2,Both,Medium,Finance,8.7,6.3,True,0,7,9,1,8,10,7,59,True,False,True,Occasional,Tier-1
788,43,Male,Widowed,Support,14,173313.41,77,2.94,False,2,Physical,Medium,Admin,4.3,7.4,True,9,1,7,7,6,7,0,17,True,True,True,Occasional,Metro
789,51,Male,Widowed,Analyst,32,176201.18,78,0.27,False,9,Both,Medium,Sales,7.1,0.9,True,8,9,6,2,3,6,2,74,False,True,False,Occasional,Tier-3
790,20,Non-Binary,Married,Sales,2,66861.35,73,2.29,False,5,,Large,IT,7.3,9.2,False,1,1,21,0,0,8,3,27,True,True,False,Occasional,Tier-2
791,29,Non-Binary,Single,Developer,19,86220.72,75,0.73,False,2,Mental,Large,Finance,7.1,9.6,False,7,2,24,8,0,6,3,34,True,True,False,No,Metro
792,18,Female,Widowed,Analyst,4,62356.7,90,1.96,False,3,,Large,HR,5.2,4.5,False,10,8,27,3,0,4,3,22,False,False,True,Occasional,Tier-1
793,61,Non-Binary,Married,Analyst,35,161113.01,45,0.36,False,1,,Medium,Finance,8.5,5.4,False,9,1,11,3,6,4,3,26,True,False,False,No,Tier-1
794,22,Non-Binary,Single,Analyst,21,181073.79,47,0.05,False,3,Both,Medium,Marketing,8.5,2.8,False,9,1,20,10,6,5,0,96,False,False,False,Occasional,Tier-1
795,47,Non-Binary,Single,Manager,16,97041.17,74,1.43,True,10,,Large,Sales,4.1,6.2,True,10,1,7,10,4,7,6,45,False,True,True,Yes,Tier-2
796,47,Non-Binary,Single,HR,38,174226.65,48,1.82,False,1,Physical,Large,Sales,6.1,2.0,False,7,1,23,0,4,6,3,49,False,True,True,No,Metro
797,34,Female,Single,Sales,16,84765.81,77,0.95,True,2,Physical,Small,Admin,7.0,0.9,True,3,5,16,7,0,4,9,30,False,True,False,Yes,Tier-1
798,65,Male,Single,Support,5,67700.48,68,0.5,True,7,Mental,Small,IT,7.8,8.9,False,8,9,27,2,10,6,3,1,True,True,True,Yes,Tier-2
799,64,Non-Binary,Divorced,Manager,15,104557.55,75,2.91,False,2,Mental,Large,HR,4.3,0.9,False,2,10,28,3,10,5,1,9,False,True,True,No,Tier-2
800,40,Male,Divorced,HR,1,112486.54,56,0.07,False,6,Both,Small,Admin,7.0,8.8,True,6,1,14,1,9,5,10,75,True,False,False,Occasional,Tier-3
801,32,Male,Single,Sales,14,21561.58,61,1.19,True,7,Mental,Medium,Admin,6.0,0.0,False,9,10,11,7,5,2,2,73,True,False,True,No,Tier-2
802,54,Male,Divorced,Support,5,146309.14,89,2.68,False,0,Mental,Large,HR,8.0,2.6,False,8,8,27,1,6,7,7,54,False,False,True,No,Tier-3
803,38,Non-Binary,Single,Manager,40,45955.64,57,0.28,True,0,Mental,Large,Admin,8.8,5.2,True,3,10,19,7,2,6,6,14,True,False,True,Yes,Tier-3
804,31,Non-Binary,Widowed,Sales,1,65229.87,78,0.24,False,4,Mental,Medium,IT,7.1,3.0,False,10,7,13,3,8,5,5,87,False,False,True,Yes,Tier-2
805,19,Female,Single,Analyst,2,141159.96,85,1.78,True,3,,Large,Finance,7.9,1.6,True,6,10,0,5,3,9,10,41,False,True,False,Occasional,Metro
806,28,Non-Binary,Divorced,Support,4,195198.61,62,0.35,False,6,Physical,Large,Finance,6.8,0.5,False,1,4,11,8,5,1,5,71,False,True,True,Occasional,Metro
807,56,Non-Binary,Divorced,Manager,25,187870.41,83,1.56,False,7,Both,Medium,Finance,5.0,3.7,True,4,7,23,7,4,1,8,69,True,False,False,Occasional,Tier-2
808,55,Non-Binary,Widowed,Manager,21,196554.88,50,0.98,False,1,,Small,Admin,5.4,7.9,True,1,10,17,9,4,1,3,38,False,True,False,Occasional,Tier-1
